Fix ID,Type,Type name,Tier,Fix category,Page URL,Page,Page ID,Section title,Draft section ID,Component kind,Config shape,Source,Current tags,What is wrong,Recommended fix,Status,Assigned to,Date fixed,User Relevance,User Notes,Notes
QA2-271,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards,the_risk/natural_hazards,1300806,(untitled),2413434,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-272,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2176930,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-273,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2177000,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-274,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/avalanche,the_risk/natural_hazards/avalanche,1544721,(untitled),2177001,Footer: MNY Footer,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-275,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/coastal_hazards,the_risk/natural_hazards/coastal_hazards,1544317,(untitled),1544196,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-276,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/coastal_hazards,the_risk/natural_hazards/coastal_hazards,1544317,(untitled),1544313,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-277,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/coastal_hazards,the_risk/natural_hazards/coastal_hazards,1544317,(untitled),2239903,Footer: MNY Footer,none,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-278,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,1545217,(untitled),1898194,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-279,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,1545217,(untitled),1898263,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-280,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,1545217,(untitled),2239990,Footer: MNY Footer,none,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-281,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),1544537,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-282,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),1544596,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-283,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,1544597,(untitled),2240405,Footer: MNY Footer,none,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-284,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,(untitled),1544785,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-285,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,(untitled),1544844,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-286,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,(untitled),2240651,Footer: MNY Footer,none,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-287,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),1544909,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-288,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),1544968,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-289,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),2243003,Footer: MNY Footer,none,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-290,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682899,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-291,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1683001,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-292,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),2240807,Footer: MNY Footer,none,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-293,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545033,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-294,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545092,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-295,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),2241073,Footer: MNY Footer,none,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-296,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),2416262,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-297,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),2416263,Card,v2,Hazards_of_Concern,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-298,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),2416266,Card,v2,NRI Counties - Hazard Normalized,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-299,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),2416265,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-300,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),1992629,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-301,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),1992630,Footer: MNY Footer,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-302,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602160,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-303,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602218,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-304,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1674544,Footer: MNY Footer,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-305,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545591,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-306,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545650,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-307,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1674608,Footer: MNY Footer,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-308,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545715,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-309,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545774,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-310,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1674895,Footer: MNY Footer,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-311,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,(untitled),1548810,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-312,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,(untitled),1548747,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-313,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,(untitled),1675011,Footer: MNY Footer,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-314,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,1545899,(untitled),1545839,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-315,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,1545899,(untitled),1545898,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-316,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/tornado,the_risk/natural_hazards/tornado,1545899,(untitled),2242519,Footer: MNY Footer,none,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-317,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,1546087,(untitled),1546027,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-318,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,1546087,(untitled),1546086,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-319,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/wildfire,the_risk/natural_hazards/wildfire,1546087,(untitled),1675298,Footer: MNY Footer,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-320,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,1546213,(untitled),2416268,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-321,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,1546213,(untitled),2416269,Card,v2,NRI Counties - Hazard Normalized,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-322,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,1546213,(untitled),2416270,Card,v2,AVAIL - Fusion Events V2,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-323,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,1546213,(untitled),1546212,Header: MNY Data,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-324,6,Untitled contentless shell,3,Investigation,https://county_template.devmny.org/the_risk/natural_hazards/wind,the_risk/natural_hazards/wind,1546213,(untitled),1673736,Footer: MNY Footer,v1,,,"visible section with no title, no tag and nothing to render","Triage delete-or-fill, the same call the 67 components already removed by the T5 task received. Remove page-side, leave the row.",Open,,,Irrelevant,"Header, footer, filter, map components, and the card on the hazard pages showing up as headerless and contentless is a false signal. THey are all showing up as expected.",Not in any work list. These are what makes a page look like it lists components that are not really there.
QA2-325,7,SHMP narrative not permission locked,2,Component setting,https://county_template.devmny.org/the_local_environment/built_environment,the_local_environment/built_environment,1300809,(untitled),2011170,Card,v2,LHMP_IA,,authPermissions absent - any editor can change this SHMP narrative,"Section Settings > Permissions: {""users"":{},""groups"":{""LHMP Template Editor"":[""*""]}} - the value the other 377 LHMP_IA sections carry.",Open,,,Relevent,,
