Logical key,Domain,Page,Page URL,Section title,Component kind,Hidden from view,Section ID (county_template),Link (county_template),Section ID (schenectady_draft_test),Link (schenectady_draft_test),Section ID (nassautest),Link (nassautest),trackingId,Source,Config shape,Data fetch mode,Tags,Geoid filters,Other filters,Meta freshness,County-authored,County-specific text type,Authored text status,Dataset text differs,Match tier,Deviation count,Deviations across patterns,Verdict,Status,Assigned to,Notes
auth_test_page#0|lexical,schenectady_draft_test,auth_test_page,/edit/auth_test_page,(untitled),lexical,no,,,2436893,https://schenectady_draft_test.devmny.org/edit/auth_test_page#2436893,,,989ef269-2824-499b-8c4d-4beb6bf2d19c,,,not set,,,,,FALSE,,present,,unmatched - one pattern only,,,not in every pattern,,,
43b45986-1f3f-4886-bfc8-fff95e823d25|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,yes,1978324,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1978324,2440510,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440510,2424052,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2424052,43b45986-1f3f-4886-bfc8-fff95e823d25,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
2d091be3-3ae6-4aad-bcb4-87bd97640c11|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,yes,1978327,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1978327,2440508,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440508,2424049,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2424049,2d091be3-3ae6-4aad-bcb4-87bd97640c11,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
cd53270c-448a-415d-9ac7-82da4e3b41b0|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Card,yes,1544570,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544570,2440222,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440222,2432811,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2432811,cd53270c-448a-415d-9ac7-82da4e3b41b0,LHMP_IA,v2,not set,,,component_name=Hazards of Concern Annotation Card ; page=Annotation Card ; top_nav_section=Internally Sourced Data,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
3a66e1cf-4c05-4309-9691-6503832e475a|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,yes,1978332,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1978332,2440515,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440515,2421127,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2421127,3a66e1cf-4c05-4309-9691-6503832e475a,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
b11239ee-eec3-4e89-ad22-7ecb42c7726b|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Card,no,1544574,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544574,2440299,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440299,2421390,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2421390,b11239ee-eec3-4e89-ad22-7ecb42c7726b,NRI Counties - Hazard Normalized,v1,not set,B2-b,,stcofips[page:geoid]=36105 ; hazard[page:hazards]=earthquake,unknown source,FALSE,,none,no,A - trackingId + page,0,,identical,,,
60933557-deb0-481c-87ee-737ce36b0c85|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,yes,1978336,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1978336,2440480,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440480,2421124,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2421124,60933557-deb0-481c-87ee-737ce36b0c85,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
0961a836-758a-485a-abc2-3398c252d191|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,yes,1978339,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1978339,2440500,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440500,2424061,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2424061,0961a836-758a-485a-abc2-3398c252d191,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
9d6efd84-4860-452d-8bbf-a736c6607040|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,yes,1978342,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1978342,2440521,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440521,2424079,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2424079,9d6efd84-4860-452d-8bbf-a736c6607040,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
e3d8ce2a-f67c-4d65-8c81-c4cb2fa6e596|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,yes,1978345,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1978345,2440516,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440516,2424060,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2424060,e3d8ce2a-f67c-4d65-8c81-c4cb2fa6e596,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
7b47cfb4-dbfd-4990-9a62-6003956bc2e2|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Card,yes,1544587,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544587,2440262,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440262,2420561,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2420561,7b47cfb4-dbfd-4990-9a62-6003956bc2e2,LHMP_IA,v2,not set,,,component_name=Capabilities Annotation Card ; page=Annotation Card ; top_nav_section=Internally Sourced Data,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
5c90895a-9156-46a5-b382-02e1e3bcd995|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,yes,1978425,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1978425,2440539,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440539,2421140,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2421140,5c90895a-9156-46a5-b382-02e1e3bcd995,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
91bdb6f7-e1d2-4762-a9ef-8ab48e545f57|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Card,no,2179719,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#2179719,2438679,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2438679,2422707,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2422707,91bdb6f7-e1d2-4762-a9ef-8ab48e545f57,Actions_Revised,v2,force,"C4-a,C4-b",county_geoid[page:geoid]=36105,"action_name= ; county= ; jurisdiction= ; source_id=Local ; primary_hazard_type[page:hazards2]=Earthquake ; secondary_hazard_type[page:hazards2]=Earthquake ; tertiary_hazard_type[page:hazards2]=Earthquake ; implementation_status=Discontinued/Paused/NA ; description_of_the_problem_problem_statement="""" ; description_of_the_solution_action_description=""""",behind (147 of 160),FALSE,,none,no,A - trackingId + page,1,column set,lag - propagate from template,,,
eaea3217-67c6-401c-aaf3-392b9173b5c7|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Card,yes,1544593,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544593,2440271,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440271,2423973,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2423973,eaea3217-67c6-401c-aaf3-392b9173b5c7,LHMP_IA,v2,not set,,,component_name=Actions Annotation Card ; page=Annotation Card ; top_nav_section=Internally Sourced Data,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
eacc9654-12a3-41fc-bc46-c257837fbfda|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,yes,1978677,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1978677,2440494,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440494,2424034,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2424034,eacc9654-12a3-41fc-bc46-c257837fbfda,,,not set,,,,,FALSE,,same,no,A - trackingId + page,0,,identical,,,
262ff353-28e5-4661-b86f-67fffd753c7b|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Header: MNY Data,no,1544596,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544596,2440292,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440292,2423997,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2423997,262ff353-28e5-4661-b86f-67fffd753c7b,,v1,not set,,,,,FALSE,,none,no,A - trackingId + page,0,,identical,,,
d6465cb3-8e0c-4a26-a6d9-1a898121a269|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Footer: MNY Footer,no,2240405,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#2240405,2436913,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2436913,2421742,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2421742,d6465cb3-8e0c-4a26-a6d9-1a898121a269,,,not set,,,,,FALSE,,none,no,A - trackingId + page,0,,identical,,,
the_risk/natural_hazards/earthquake#40|Spreadsheet,county_template,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Spreadsheet,no,2382178,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#2382178,,,,,81ec48e3-867c-49e7-87f0-f220f8a7bab2,Hazards_of_Concern,v2,force,"B2-a,B2-b",geoid_county[page:geoid]=36105 ; geoid_juris=,hazard[page:hazards]=Earthquake ; hazard_of_concern=,current,FALSE,,none,,unmatched - one pattern only,,,not in every pattern,,,
the_risk/natural_hazards/earthquake#59|Spreadsheet,county_template,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Spreadsheet,no,2384040,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#2384040,,,,,77a7252f-9e9f-434f-8c41-4185c6d7f5ca,Capabilities_Catalogue,v2,force,C1-a,geoid_county[page:geoid]=36105,"primary_hazard_type[page:hazards2]=Earthquake ; secondary_hazard_type[page:hazards2]=Earthquake ; tertiary_hazard_type[page:hazards2]=Earthquake ; to_jsonb( array_remove (array [ case when data->>'avalanche' is not null and data->>'avalanche' != '' then 'avalanche' end, case when data->>'coastal_hazards' is not null and data->>'coastal_hazards' != '' then 'coastal hazards' end, case when data->>'extreme_cold' is not null and data->>'extreme_cold' != '' then 'extreme cold' end, case when data->>'drought' is not null and data->>'drought' != '' then 'drought' end, case when data->>'earthquake' is not null and data->>'earthquake' != '' then 'earthquake' end, case when data->>'flooding' is not null and data->>'flooding' != '' then 'flooding' end, case when data->>'hail' is not null and data->>'hail' != '' then 'hail' end, case when data->>'extreme_heat' is not null and data->>'extreme_heat' != '' then 'extreme heat' end, case when data->>'hurricane' is not null and data->>'hurricane' != '' then 'hurricane' end, case when data->>'ice_storm' is not null and data->>'ice_storm' != '' then 'ice storm' end, case when data->>'landslide' is not null and data->>'landslide' != '' then 'landslide' end, case when data->>'lightning' is not null and data->>'lightning' != '' then 'lightning' end, case when data->>'snowstorm' is not null and data->>'snowstorm' != '' then 'snowstorm' end, case when data->>'tornado' is not null and data->>'tornado' != '' then 'tornado' end, case when data->>'tsunami_seiche' is not null and data->>'tsunami_seiche' != '' then 'tsunami/seiche' end, case when data->>'wildfire' is not null and data->>'wildfire' != '' then 'wildfire' end, case when data->>'wind' is not null and data->>'wind' != '' then 'wind' end, case when data->>'most_or_all_formal_hazards' is not null and data->>'most_or_all_formal_hazards' != '' then 'most or all formal hazards' end ], null) )::text as hazards_json[page:hazards2]=Earthquake",current,FALSE,,none,,unmatched - one pattern only,,,not in every pattern,,,
the_risk/natural_hazards/earthquake#20|lexical,schenectady_draft_test + nassautest,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,no,,,2440251,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440251,2420824,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2420824,ad66ba54-d4dd-4a1f-9b36-c4fec7e38d67,,,not set,,,,,FALSE,,none,no,B - position + kind + source,0,,not in every pattern,,,
the_risk/natural_hazards/earthquake#23|lexical,schenectady_draft_test + nassautest,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,no,,,2440200,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440200,2423977,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2423977,230c8ecf-3513-4e9e-9545-04f9b725510f,,,not set,,,,,FALSE,,none,no,B - position + kind + source,0,,not in every pattern,,,
the_risk/natural_hazards/earthquake#42|Spreadsheet,schenectady_draft_test + nassautest,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Spreadsheet,no,,,2440223,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440223,2433923,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2433923,10fb2f11-dbf4-48d6-a978-6c45d1841711,Hazards_of_Concern,v2,smart,DEVIATION,geoid_county[page:geoid]=36105 ; geoid_juris=,DEVIATION,current,FALSE,,none,no,B - position + kind + source,2,non-geoid filter; tags,not in every pattern,,,
the_risk/natural_hazards/earthquake#55|lexical,schenectady_draft_test + nassautest,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,no,,,2440202,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440202,2423986,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2423986,1b1287f5-1bda-4da5-8b01-7554ab43fe82,,,not set,,,,,FALSE,,none,no,B - position + kind + source,0,,not in every pattern,,,
the_risk/natural_hazards/earthquake#62|Spreadsheet,schenectady_draft_test + nassautest,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),Spreadsheet,no,,,2440245,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440245,2435036,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2435036,1f5cbb43-d738-4391-b34c-62264c87d1de,Capabilities_Catalogue,v2,smart,C1-a,geoid_county[page:geoid]=36105,DEVIATION,current,FALSE,,none,no,B - position + kind + source,1,non-geoid filter,not in every pattern,,,
the_risk/natural_hazards/earthquake#71|lexical,schenectady_draft_test + nassautest,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,(untitled),lexical,no,,,2440224,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440224,2420572,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2420572,26ec6706-5fdf-44da-bb5e-b01d533229b1,,,not set,,,,,FALSE,,none,no,B - position + kind + source,0,,not in every pattern,,,
0700164d-e79b-487d-bcfb-30485def30ca|the_risk/natural_hazards/earthquake#4,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Actions,Card,no,1544589,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544589,2440203,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440203,2420830,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2420830,0700164d-e79b-487d-bcfb-30485def30ca,LHMP_IA,v1,not set,"C4-a,C4-b",,top_nav_section=Local Risk ; page=Hazard Template ; section=Strategies ; component_name=Actions ; hazards=,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
61d0ccfa-80c7-4060-ba76-68955e498e29|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Built Environment,Card,no,1544576,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544576,2440255,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440255,2420582,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2420582,61d0ccfa-80c7-4060-ba76-68955e498e29,LHMP_IA,v1,not set,"B2-a,B2-b",,top_nav_section=Local Risk ; page=Hazard Template ; section=Modeled Risks (NRI) ; component_name=Built Environment Overview ; hazards[page:hazards2]=Earthquake,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
28de11e9-35ab-41b6-82a2-b1d496ad5431|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Built Environment - Local Risk Summary,lexical,no,1544577,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544577,2440289,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440289,2421267,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2421267,28de11e9-35ab-41b6-82a2-b1d496ad5431,,,not set,DEVIATION,,,,TRUE,,none,no,A - trackingId + page,1,tags,lag - propagate from template,,,
0700164d-e79b-487d-bcfb-30485def30ca|the_risk/natural_hazards/earthquake#3,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Capabilities,Card,no,1544585,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544585,2440279,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440279,2420566,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2420566,0700164d-e79b-487d-bcfb-30485def30ca,LHMP_IA,v1,not set,C1-a,,top_nav_section=Local Risk ; page=Hazard Template ; section=Strategies ; component_name=Capabilities ; hazards=,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
2e43d5c7-a41c-4423-9ed9-c3d9772bc4f9|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,County Assessment,lexical,no,1544569,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544569,2440254,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440254,2421393,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2421393,2e43d5c7-a41c-4423-9ed9-c3d9772bc4f9,,,not set,"B2-a,B2-b",,,,TRUE,type 1 - authored county narrative,"template blank, duplicate filled",no,A - trackingId + page,0,,identical,,,
2ff413e3-78a0-48b5-a2a0-1f238e0af5fe|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Declarations and Their Effects on the County,lexical,no,1544563,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544563,2440275,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440275,2420573,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2420573,2ff413e3-78a0-48b5-a2a0-1f238e0af5fe,,,not set,B1-d,,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
dc6e74f5-7451-4b54-b04e-8a9606b4c56a|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Featured Event,lexical,no,1544567,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544567,2440274,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440274,2423990,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2423990,dc6e74f5-7451-4b54-b04e-8a9606b4c56a,,,not set,B1-d,,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
9bf6fe40-b29b-455f-8ee3-b74b6a1c7c25|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Featured Strategy,lexical,no,1544594,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544594,2440272,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440272,2420571,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2420571,9bf6fe40-b29b-455f-8ee3-b74b6a1c7c25,,,not set,C4-a,,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
b50f6b90-a250-43a9-a963-648dc7bac6aa|the_risk/natural_hazards/earthquake#1,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,General Vulnerability,Card,no,1544543,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544543,2440237,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440237,2423959,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2423959,b50f6b90-a250-43a9-a963-648dc7bac6aa,LHMP_IA,v1,not set,"B2-a,B2-b",,top_nav_section=Local Risk ; page=Hazard Template ; section=Overview ; component_name=General Vulnerability ; hazards[page:hazards2]=Earthquake,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
0700164d-e79b-487d-bcfb-30485def30ca|the_risk/natural_hazards/earthquake#0,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Historic Occurrences,Card,no,1544547,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544547,2440257,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440257,2423984,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2423984,0700164d-e79b-487d-bcfb-30485def30ca,LHMP_IA,v1,not set,B1-d,,top_nav_section=Local Risk ; page=Hazard Template ; section=Historic Occurrences ; component_name=Overview ; hazards[page:hazards2]=Earthquake,current,FALSE,,none,no,A - trackingId + page,0,,identical,,,
07c1d9c8-ce7f-4995-8bb8-66436ab0fc19|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Jurisdictional Assessment,lexical,no,1544571,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544571,2440297,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440297,2423989,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2423989,07c1d9c8-ce7f-4995-8bb8-66436ab0fc19,,,not set,"B2-a,B2-b",,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
0380eec3-3de0-4e87-8e66-726f510da053|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Local Actions,lexical,no,1978581,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1978581,2440487,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440487,2421132,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2421132,0380eec3-3de0-4e87-8e66-726f510da053,,,not set,"C4-a,C4-b",,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
the_risk/natural_hazards/earthquake#65|Spreadsheet,county_template,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Local Actions Table,Spreadsheet,no,2179736,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#2179736,,,,,859d84a6-1816-451a-9925-42df2aa85a48,Actions_Revised,v2,force,"C4-a,C4-b",county_geoid[page:geoid]=36105,"source_id=Local ; primary_hazard_type[page:hazards2]=Coastal Hazards ; secondary_hazard_type[page:hazards2]=Coastal Hazards ; tertiary_hazard_type[page:hazards2]=Coastal Hazards ; implementation_status=Discontinued/Paused/NA ; description_of_the_problem_problem_statement="""" ; description_of_the_solution_action_description=""""",current,FALSE,,none,,unmatched - one pattern only,,,not in every pattern,,,
the_risk/natural_hazards/earthquake#68|Spreadsheet,schenectady_draft_test + nassautest,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Local Actions Table,Spreadsheet,no,,,2438737,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2438737,2422617,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2422617,5e7eefba-6208-4891-ab46-d095a2fa766c,Actions_Revised,v2,force,"C4-a,C4-b",county_geoid[page:geoid]=36105,"source_id=Local ; primary_hazard_type[page:hazards2]=Earthquake ; secondary_hazard_type[page:hazards2]=Earthquake ; tertiary_hazard_type[page:hazards2]=Earthquake ; implementation_status=Discontinued/Paused/NA ; description_of_the_problem_problem_statement="""" ; description_of_the_solution_action_description=""""",behind (147 of 160),FALSE,,none,no,B - position + kind + source,0,,not in every pattern,,,
41d82a0e-c84a-4e98-b717-d5c75e2915cd|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Local Capabilities,lexical,no,1544586,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544586,2440291,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440291,2420829,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2420829,41d82a0e-c84a-4e98-b717-d5c75e2915cd,,,not set,C1-a,,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
38ae54fc-6737-4e56-a047-51140f8f623c|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Local Hazard Summary,lexical,no,2176181,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#2176181,2444182,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2444182,2428729,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2428729,38ae54fc-6737-4e56-a047-51140f8f623c,,,not set,DEVIATION,,,,TRUE,,none,no,A - trackingId + page,1,tags,lag - propagate from template,,,
af0037db-fb7c-4b6b-96c4-ae843b2d1932|the_risk/natural_hazards/earthquake,all,the_risk/natural_hazards/earthquake,/edit/the_risk/natural_hazards/earthquake,Local Risk Assessment,lexical,no,1544568,https://county_template.devmny.org/edit/the_risk/natural_hazards/earthquake#1544568,2440225,https://schenectady_draft_test.devmny.org/edit/the_risk/natural_hazards/earthquake#2440225,2423960,https://nassautest.devmny.org/edit/the_risk/natural_hazards/earthquake#2423960,af0037db-fb7c-4b6b-96c4-ae843b2d1932,,,not set,,,,,TRUE,,none,no,A - trackingId + page,0,,identical,,,
