Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Section title,Component ID,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes,Requirement,Requirement source (LHMP_IA row),LHMP_IA section,LHMP_IA component,Match basis,Confidence,Renders on page,Why it does not render,Original type,Original type name,Replaced by (live component ID),Replacement match basis
T5-442,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,(untitled lexical),2383960,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b, E2-b",1468501,Strategies (2.0),Local Actions Table,"inherited from LHMP_IA component ""Local Actions Table"" (Strategies (2.0) / Table)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-443,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/drought,the_risk/natural_hazards/drought,(untitled lexical),2383962,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C4-a,1468502,Strategies (2.0),Featured Strategy,"inherited from LHMP_IA component ""Featured Strategy"" (Strategies (2.0) / Rich Text)",Medium,Published,,,,,
T5-444,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384041,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-a,1468361,Overview,Overview,"LHMP_IA section ""Overview"" (first section on the page)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-445,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Hazard of Concern,2384044,Card on Hazards_of_Concern,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,Published,,,,,
T5-446,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Modeled RIsk,2384045,Card on src 1508,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,Published,,,,,
T5-447,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Historical Risk,2384046,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,Published,,,,,
T5-448,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Total Events and Losses in $: Declared Disasters and Non-Declared Events,2384057,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468416,Historic Occurrences,Historic Occurrences,"inherited from LHMP_IA component ""Historic Occurrences"" (Historic Occurrences / Card)",Medium,Published,,,,,
T5-449,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384061,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,Published,,,,,
T5-450,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384064,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,Published,,,,,
T5-451,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled Card),2384068,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Published,,,,,
T5-452,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled Spreadsheet),2384069,Spreadsheet on src 870,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Published,,,,,
T5-453,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384047,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,Published,,,,,
T5-454,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384070,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-455,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384049,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,Published,,,,,
T5-456,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Local Hazard Summary,2384050,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468381,Overview,General Vulnerability,"LHMP_IA section ""Overview"" (via ""General Vulnerability"")",Medium,Published,,,,,
T5-457,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384075,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468431,Historic Occurrences,Other Hazard Events,"inherited from LHMP_IA component ""Other Hazard Events"" (Historic Occurrences / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-458,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Local Risk Assessment,2384077,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468438,Modeled Risks (NRI),Built Environment Overview,"LHMP_IA section ""Modeled Risks (NRI)"" (via ""Built Environment Overview"")",Medium,Published,,,,,
T5-459,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384078,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468438,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA section ""Modeled Risks (NRI)"" (via ""Built Environment Overview"")",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-460,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled Card),2384080,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-461,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384081,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-462,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled Spreadsheet),2384083,Spreadsheet,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Published,,,,,
T5-463,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384088,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468441,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA component ""Built Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-464,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Built Environment - Local Risk Summary,2384089,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957824,Modeled Risks (NRI),Built Environment - Local Risk Summary,"LHMP_IA component ""Built Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,Published,,,,,
T5-465,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384091,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468460,Modeled Risks (NRI),People and Communities Overview,"inherited from LHMP_IA component ""People and Communities Overview"" (Modeled Risks (NRI) / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-466,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,People and Communities - Local Risk Summary,2384092,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1686455,Modeled Risks (NRI),People and Communities - Local Risk Summary,"LHMP_IA component ""People and Communities - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,Published,,,,,
T5-467,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384094,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468477,Modeled Risks (NRI),Natural Environment Overview,"inherited from LHMP_IA component ""Natural Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-468,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,Natural Environment - Local Risk Summary,2384095,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957825,Modeled Risks (NRI),Natural Environment - Local Risk Summary,"LHMP_IA component ""Natural Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,Published,,,,,
T5-469,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384096,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957825,Modeled Risks (NRI),Natural Environment - Local Risk Summary,"inherited from LHMP_IA component ""Natural Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,Published,,,,,
T5-470,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384100,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C1-a,1468495,Strategies,Capabilities,"inherited from LHMP_IA component ""Capabilities"" (Strategies / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-471,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled Card),2384102,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C1-a,1468496,Strategies (2.0),Local Capabilities,"inherited from LHMP_IA component ""Local Capabilities"" (Strategies (2.0) / Rich Text)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-472,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384105,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b",1468498,Strategies,Actions,"inherited from LHMP_IA component ""Actions"" (Strategies / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-473,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled Card),2384108,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b",1468499,Strategies (2.0),Local Actions,"inherited from LHMP_IA component ""Local Actions"" (Strategies (2.0) / Rich Text)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-474,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384110,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b, E2-b",1468501,Strategies (2.0),Local Actions Table,"inherited from LHMP_IA component ""Local Actions Table"" (Strategies (2.0) / Table)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-475,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/earthquake,the_risk/natural_hazards/earthquake,(untitled lexical),2384112,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C4-a,1468502,Strategies (2.0),Featured Strategy,"inherited from LHMP_IA component ""Featured Strategy"" (Strategies (2.0) / Rich Text)",Medium,Published,,,,,
T5-476,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384115,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-a,1468362,Overview,Overview,"LHMP_IA section ""Overview"" (first section on the page)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-477,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Hazard of Concern,2384118,Card on Hazards_of_Concern,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,Published,,,,,
T5-478,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Modeled RIsk,2384119,Card on src 1508,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,Published,,,,,
T5-479,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Historical Risk,2384120,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,Published,,,,,
T5-480,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384121,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,Published,,,,,
T5-481,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384123,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,Published,,,,,
T5-482,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Local Hazard Summary,2384124,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468380,Overview,General Vulnerability,"LHMP_IA section ""Overview"" (via ""General Vulnerability"")",Medium,Published,,,,,
T5-483,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Total Events and Losses in $: Declared Disasters and Non-Declared Events,2384131,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468416,Historic Occurrences,Historic Occurrences,"inherited from LHMP_IA component ""Historic Occurrences"" (Historic Occurrences / Card)",Medium,Published,,,,,
T5-484,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384137,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,Published,,,,,
T5-485,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled Card),2384141,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Published,,,,,
T5-486,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled Spreadsheet),2384142,Spreadsheet on src 870,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Published,,,,,
T5-487,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384143,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-488,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384148,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468431,Historic Occurrences,Other Hazard Events,"inherited from LHMP_IA component ""Other Hazard Events"" (Historic Occurrences / Card)",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-489,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,Local Risk Assessment,2384150,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468438,Modeled Risks (NRI),Built Environment Overview,"LHMP_IA section ""Modeled Risks (NRI)"" (via ""Built Environment Overview"")",Medium,Published,,,,,
T5-490,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384151,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468438,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA section ""Modeled Risks (NRI)"" (via ""Built Environment Overview"")",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-491,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled Card),2384153,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
T5-492,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,(untitled lexical),2384154,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Published (hidden from view),"on the page but flagged Hidden from View, so it paints nothing",,,,
