Fix ID,Disposition,Class,Class name,Tier,Fix category,Page URL,Page,Page ID,Section title,Draft section ID,Component kind,Config shape,Source,Current tags,What is wrong,Recommended fix,Status,Assigned to,Date fixed,Notes
QA2-433,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),1544923,Card,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-434,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),1544928,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-435,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),1544931,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-436,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),1544934,Spreadsheet,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-437,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),1544938,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-438,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,(untitled),1544946,Card,v1,NRI Counties - Hazard Normalized,B2-b,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-439,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682899,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-440,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682904,Card,v2,NRI Counties - Hazard Normalized,,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-441,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682906,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-442,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682858,Graph,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-443,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682925,Card,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-444,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682933,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-445,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682939,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-446,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682943,Spreadsheet,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-447,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682948,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-448,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682959,Card,v1,NRI Counties - Hazard Normalized,B2-b,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-449,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,(untitled),1682973,Spreadsheet,v1,AVAIL BILD 2023 Parcels as Points,"B2-a,B2-b","source id 1505 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-450,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545033,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-451,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545034,Card,v2,NRI Counties - Hazard Normalized,,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-452,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545035,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-453,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545046,Graph,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-454,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545047,Card,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-455,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545052,Graph,v2,AVAIL - Fusion Events V2,S3-a2,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-456,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545055,Graph,v2,AVAIL - Fusion Events V2,S3,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-457,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545058,Spreadsheet,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-458,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545062,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-459,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hail,the_risk/natural_hazards/hail,1545093,(untitled),1545070,Card,v1,NRI Counties - Hazard Normalized,B2-b,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-460,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),2416262,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-461,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),2416266,Card,v2,NRI Counties - Hazard Normalized,,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-462,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),2416265,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-463,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),1992573,Graph,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-464,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),1992574,Card,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-465,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),1992579,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-466,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),1992582,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-467,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),1992585,Spreadsheet,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-468,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),1992590,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-469,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/hurricane,the_risk/natural_hazards/hurricane,1545403,(untitled),1992601,Card,v1,NRI Counties - Hazard Normalized,B2-b,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-470,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602160,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-471,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602161,Card,v2,NRI Counties - Hazard Normalized,,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-472,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602162,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-473,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602173,Graph,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-474,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602174,Card,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-475,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602178,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-476,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602181,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-477,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602184,Spreadsheet,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-478,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602188,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-479,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/ice_storm,the_risk/natural_hazards/ice_storm,1545527,(untitled),1602196,Card,v1,NRI Counties - Hazard Normalized,B2-b,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-480,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545591,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-481,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545592,Card,v2,NRI Counties - Hazard Normalized,,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-482,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545593,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-483,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545604,Graph,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-484,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545605,Card,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-485,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545610,Graph,v2,AVAIL - Fusion Events V2,S3-a2,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-486,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545613,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-487,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545616,Spreadsheet,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-488,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545620,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-489,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/landslide,the_risk/natural_hazards/landslide,1545651,(untitled),1545628,Card,v1,NRI Counties - Hazard Normalized,B2-b,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-490,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545715,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-491,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545716,Card,v2,NRI Counties - Hazard Normalized,,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-492,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545717,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-493,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545728,Graph,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-494,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545729,Card,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-495,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545734,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-496,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545737,Graph,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-497,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545740,Spreadsheet,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-498,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545744,Spreadsheet,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-499,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/lightning,the_risk/natural_hazards/lightning,1545775,(untitled),1545752,Card,v1,NRI Counties - Hazard Normalized,B2-b,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-500,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,(untitled),1548810,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-501,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,(untitled),1548811,Card,v2,NRI Counties - Hazard Normalized,,"source id 1508 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-502,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,(untitled),1548812,Card,v2,AVAIL - Fusion Events V2,,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-503,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,(untitled),1548823,Graph,v1,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
QA2-504,Deferred,D2,Bound to a source that does not resolve,,Owned elsewhere,https://county_template.devmny.org/the_risk/natural_hazards/snowstorm,the_risk/natural_hazards/snowstorm,1546774,(untitled),1548824,Card,v2,AVAIL - Fusion Events V2,B1-d,"source id 870 has no resolvable row, so no column-level check can run against it",No action in this sweep.,Deferred,,,Owner deferred with the snapshot class. Most are probably DaMa-side sources.
