Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Section title,Component ID,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes
T5-017,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,(untitled lexical),2257915,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-018,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,(untitled lexical),2257921,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-019,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,Economic and Development Trends,2257922,Card on LHMP_IA,tags (empty string),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-020,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,(untitled lexical),2257925,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-021,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,(untitled lexical),2257927,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-022,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,(untitled lexical),2257930,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-023,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,Neighboring Communities,2257933,Card on LHMP_IA,tags (empty string),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-024,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment/people_and_communities,the_local_environment/people_and_communities,(untitled lexical),2257934,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-025,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/strategies/capacity_to_implement/response,the_plan/strategies/capacity_to_implement/response,Response,1300686,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-026,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,(untitled lexical),2100374,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-027,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,Overview,2100375,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-028,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,Requirements,2100376,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-029,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,Executive Summary,2100377,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-030,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,(untitled lexical),2100379,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-031,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,(untitled lexical),2100380,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-032,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_local_environment,the_local_environment,(untitled lexical),2100382,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-033,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,(untitled lexical),2100625,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-034,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,Overview,2100626,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-035,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,Requirements,2100627,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-036,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,(untitled lexical),2100628,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-037,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,(untitled lexical),2100629,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-038,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,Executive Summary,2100630,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-039,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan,the_plan,(untitled lexical),2100632,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-040,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/strategies/capacity_to_implement/response,the_plan/strategies/capacity_to_implement/response,Shelter Table,1300693,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-041,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/strategies/capacity_to_implement/response,the_plan/strategies/capacity_to_implement/response,(untitled lexical),1300694,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-042,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes,the_plan/jurisdictional_annexes,(untitled lexical),1959578,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-043,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes,the_plan/jurisdictional_annexes,Overview,1959579,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-044,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress,track_progress,(untitled lexical),2100786,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-045,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress,track_progress,Overview,2100787,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-046,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress,track_progress,Requirements,2100788,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-047,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress,track_progress,Executive Summary,2100789,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-048,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress,track_progress,(untitled lexical),2100791,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-049,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/pages,pages,Pages,1496710,Spreadsheet on src mitigat-ny-prod+0aced1a7-3d54-48c7-a1d7-b68401811ded,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-050,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/sections,sections,(untitled lexical),1681718,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-051,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/sections,sections,(untitled Spreadsheet),1681719,Spreadsheet on src mitigat-ny-prod+0aced1a7-3d54-48c7-a1d7-b68401811ded+sections,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-052,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress/funding_sources,track_progress/funding_sources,(untitled lexical),2050871,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-053,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress/funding_sources,track_progress/funding_sources,(untitled Card),2050873,Card on Funding_Sources,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-054,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress/annual_maintenance,track_progress/annual_maintenance,(untitled lexical),2100806,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-055,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress/annual_maintenance,track_progress/annual_maintenance,(untitled lexical),2100808,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-056,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/track_progress/fema_plan_review_tool,track_progress/fema_plan_review_tool,(untitled lexical),2062620,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-057,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Critical Infrastructure Vulnerability or Problem Statements,2144346,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-058,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,"Agriculture (Crops, Livestock, related products)",2144348,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-059,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,"Area: Concentration of Local Businesses, Major Employers",2144349,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-060,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Area: Concentration of Residences,2144350,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-061,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,"Local Roads, Highways, Culverts, Bridges",2144351,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-062,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Municipal Buildings,2144352,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-063,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Medical Centers (non-hospital),2144353,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-064,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,College/University,2144354,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-065,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Place of Worship,2144355,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-066,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,"Community Centers, Parks, Recreational Sites and Local Events (economic drivers such as fairs, beaches, skiing, farming, fishing, etc.)",2144356,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-067,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,"Public Transportation including fleets, transportation infrastructure (i.e., railroads, signals, bus/train stops etc.), mobile asset and equipment storage, critical public transit routes, Airport(s)",2144357,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-068,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Cultural/Historic Buildings/Sites,2144358,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-069,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Schools (K-12),2144359,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-070,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Elder-care Facilities,2144360,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-071,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Utilities,2144361,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-072,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Fire/Police Stations,2144362,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-073,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Wastewater Treatment Plants,2144363,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-074,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,"Gas Stations, Grocery Stores, Supermarkets",2144364,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-075,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Water: Drinking Water Resources,2144365,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-076,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Hospitals,2144366,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-077,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/crit_infra_form_prototype,the_plan/jurisdictional_annexes/crit_infra_form_prototype,Other,2144367,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-078,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/ho_c_form_prototype,the_plan/jurisdictional_annexes/ho_c_form_prototype,Hazard of Concern,2144375,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-079,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/ho_c_form_prototype,the_plan/jurisdictional_annexes/ho_c_form_prototype,Specific Problem Statements Related to this Hazard,2144376,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-080,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262433,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-081,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262434,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-082,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled Card),2262439,Card on Jurisdictions,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-083,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262440,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-084,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled Card),2262443,Card on Jurisdictions,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-085,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262444,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-086,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262447,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-087,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262449,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-088,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262453,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-089,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262456,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-090,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262458,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-091,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262460,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
T5-092,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_plan/jurisdictional_annexes/jurisdictional_annex_form,the_plan/jurisdictional_annexes/jurisdictional_annex_form,(untitled lexical),2262462,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,,,,
