Fix ID,Type,Type name,Tier,Fix category,Scope,Page URL,Page,Page ID,Page Relevance,Section title,Draft section ID,Draft section group ID,Draft section group name,Component kind,What is wrong,Recommended fix,Fix group,Status,Assigned to,Date fixed,Notes,Requirement,Requirement source (LHMP_IA row),LHMP_IA section,LHMP_IA component,Match basis,Confidence,Tag exempt,Draft tags (current),V1 published section ID,Draft ID basis
T5-491,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled Card),1544818,default,Group 1,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Hidden from view,,2384153,positional
T5-492,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled lexical),1979454,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Hidden from view,,2384154,positional
T5-493,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled Spreadsheet),2382253,default,Group 1,Spreadsheet,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,,,2384156,positional
T5-494,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled lexical),1979930,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C1-a,1468495,Strategies,Capabilities,"inherited from LHMP_IA component ""Capabilities"" (Strategies / Card)",Medium,Hidden from view,,2384173,positional
T5-495,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled Card),1544835,default,Group 1,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C1-a,1468496,Strategies (2.0),Local Capabilities,"inherited from LHMP_IA component ""Local Capabilities"" (Strategies (2.0) / Rich Text)",Medium,Hidden from view,,2384175,positional
T5-496,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled lexical),1979939,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b",1468498,Strategies,Actions,"inherited from LHMP_IA component ""Actions"" (Strategies / Card)",Medium,Hidden from view,,2384178,positional
T5-497,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,Built Environment - Local Risk Summary,1544825,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957824,Modeled Risks (NRI),Built Environment - Local Risk Summary,"LHMP_IA component ""Built Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,,,2384162,positional
T5-498,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled lexical),1979688,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468444,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA component ""Built Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,Hidden from view,,2384161,positional
T5-499,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled lexical),1979769,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468462,Modeled Risks (NRI),People and Communities Overview,"inherited from LHMP_IA component ""People and Communities Overview"" (Modeled Risks (NRI) / Card)",Medium,Hidden from view,,2384164,positional
T5-500,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,People and Communities - Local Risk Summary,1544827,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1686455,Modeled Risks (NRI),People and Communities - Local Risk Summary,"LHMP_IA component ""People and Communities - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,,,2384165,positional
T5-501,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled lexical),1979835,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468479,Modeled Risks (NRI),Natural Environment Overview,"inherited from LHMP_IA component ""Natural Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,Hidden from view,,2384167,positional
T5-502,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,Natural Environment - Local Risk Summary,1544829,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957825,Modeled Risks (NRI),Natural Environment - Local Risk Summary,"LHMP_IA component ""Natural Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,,,2384168,positional
T5-503,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled lexical),1544830,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957825,Modeled Risks (NRI),Natural Environment - Local Risk Summary,"inherited from LHMP_IA component ""Natural Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,,,2384169,positional
T5-504,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled Card),1544841,default,Group 1,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b, E2-b",1468501,Strategies (2.0),Local Actions Table,"inherited from LHMP_IA component ""Local Actions Table"" (Strategies (2.0) / Table)",Medium,Hidden from view,,2384181,positional
T5-505,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled lexical),1980094,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b, E2-b",1468501,Strategies (2.0),Local Actions Table,"inherited from LHMP_IA component ""Local Actions Table"" (Strategies (2.0) / Table)",Medium,Hidden from view,,2384182,positional
T5-506,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_cold,the_risk/natural_hazards/extreme_cold,1544845,Relevant,(untitled lexical),1544843,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C4-a,1468502,Strategies (2.0),Featured Strategy,"inherited from LHMP_IA component ""Featured Strategy"" (Strategies (2.0) / Rich Text)",Medium,,,2384184,positional
T5-507,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1901429,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-a,1468364,Overview,Overview,"LHMP_IA section ""Overview"" (first section on the page)",Medium,Hidden from view,,2384189,positional
T5-508,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1544929,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,,,2384212,positional
T5-509,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled Card),1980363,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,,,2384216,positional
T5-510,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled Spreadsheet),1544934,default,Group 1,Spreadsheet on src 870,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,,,2384217,positional
T5-511,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,Hazard of Concern,1676745,default,Group 1,Card on Hazards_of_Concern,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,,,2384192,positional
T5-512,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,Modeled RIsk,1544910,default,Group 1,Card on src 1508,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,,,2384193,positional
T5-513,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,Historical Risk,1544911,default,Group 1,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"LHMP_IA component ""Hero Stats"" (Overview / Card)",High,,,2384194,positional
T5-514,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1544912,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,,,2384195,positional
T5-515,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,Local Hazard Summary,2176255,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468379,Overview,General Vulnerability,"LHMP_IA section ""Overview"" (via ""General Vulnerability"")",Medium,,,2384198,positional
T5-516,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,Total Events and Losses in $: Declared Disasters and Non-Declared Events,1544921,default,Group 1,Card on LHMP_IA,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468416,Historic Occurrences,Historic Occurrences,"inherited from LHMP_IA component ""Historic Occurrences"" (Historic Occurrences / Card)",Medium,,,2384205,positional
T5-517,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1544926,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468423,Historic Occurrences,Number of Events by County Municipality,"inherited from LHMP_IA component ""Number of Events by County Municipality"" (Historic Occurrences / Map)",Medium,,,2384209,positional
T5-518,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1544914,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B1-d, B1-e, B2-b",1468376,Overview,Hero Stats,"inherited from LHMP_IA component ""Hero Stats"" (Overview / Card)",Medium,,,2384197,positional
T5-519,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1980366,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468427,Historic Occurrences,Presidential Disaster Declarations,"inherited from LHMP_IA component ""Presidential Disaster Declarations"" (Historic Occurrences / Card)",Medium,Hidden from view,,2384218,positional
T5-520,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1980375,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-d,1468431,Historic Occurrences,Other Hazard Events,"inherited from LHMP_IA component ""Other Hazard Events"" (Historic Occurrences / Card)",Medium,Hidden from view,,2384223,positional
T5-521,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,Local Risk Assessment,1544940,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468438,Modeled Risks (NRI),Built Environment Overview,"LHMP_IA section ""Modeled Risks (NRI)"" (via ""Built Environment Overview"")",Medium,Section title only,,2384225,positional
T5-522,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1980452,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468438,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA section ""Modeled Risks (NRI)"" (via ""Built Environment Overview"")",Medium,Hidden from view,,2384226,positional
T5-523,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled Card),1544942,default,Group 1,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Hidden from view,,2384228,positional
T5-524,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1980457,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,Hidden from view,,2384229,positional
T5-525,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled Spreadsheet),2382326,default,Group 1,Spreadsheet,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468397,Local Impacts,County Level,"inherited from LHMP_IA section ""Local Impacts"" (via ""County Level"")",Medium,,,2384231,positional
T5-526,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1980535,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468443,Modeled Risks (NRI),Built Environment Overview,"inherited from LHMP_IA component ""Built Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,Hidden from view,,2384236,positional
T5-527,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,Built Environment - Local Risk Summary,1544949,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957824,Modeled Risks (NRI),Built Environment - Local Risk Summary,"LHMP_IA component ""Built Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,,,2384237,positional
T5-528,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1980543,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468461,Modeled Risks (NRI),People and Communities Overview,"inherited from LHMP_IA component ""People and Communities Overview"" (Modeled Risks (NRI) / Card)",Medium,Hidden from view,,2384239,positional
T5-529,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,People and Communities - Local Risk Summary,1544951,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1686455,Modeled Risks (NRI),People and Communities - Local Risk Summary,"LHMP_IA component ""People and Communities - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,,,2384240,positional
T5-530,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1980546,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"B2-a, B2-b",1468480,Modeled Risks (NRI),Natural Environment Overview,"inherited from LHMP_IA component ""Natural Environment Overview"" (Modeled Risks (NRI) / Card)",Medium,Hidden from view,,2384242,positional
T5-531,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,Natural Environment - Local Risk Summary,1544953,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957825,Modeled Risks (NRI),Natural Environment - Local Risk Summary,"LHMP_IA component ""Natural Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,,,2384243,positional
T5-532,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1544954,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,,1957825,Modeled Risks (NRI),Natural Environment - Local Risk Summary,"inherited from LHMP_IA component ""Natural Environment - Local Risk Summary"" (Modeled Risks (NRI) / Rich Text)",,,,2384244,positional
T5-533,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1980549,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C1-a,1468495,Strategies,Capabilities,"inherited from LHMP_IA component ""Capabilities"" (Strategies / Card)",Medium,Hidden from view,,2384248,positional
T5-534,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled Card),1544959,default,Group 1,Card,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C1-a,1468496,Strategies (2.0),Local Capabilities,"inherited from LHMP_IA component ""Local Capabilities"" (Strategies (2.0) / Rich Text)",Medium,Hidden from view,,2384250,positional
T5-535,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1980552,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b",1468498,Strategies,Actions,"inherited from LHMP_IA component ""Actions"" (Strategies / Card)",Medium,Hidden from view,,2384253,positional
T5-536,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1980640,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,"C4-a, C4-b, E2-b",1468501,Strategies (2.0),Local Actions Table,"inherited from LHMP_IA component ""Local Actions Table"" (Strategies (2.0) / Table)",Medium,Hidden from view,,2384257,positional
T5-537,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/extreme_heat,the_risk/natural_hazards/extreme_heat,1544969,Relevant,(untitled lexical),1544967,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,C4-a,1468502,Strategies (2.0),Featured Strategy,"inherited from LHMP_IA component ""Featured Strategy"" (Strategies (2.0) / Rich Text)",Medium,,,2384259,positional
T5-538,5,No requirement tag,Governance,Component setting,component,https://county_template.devmny.org/the_risk/natural_hazards/flooding,the_risk/natural_hazards/flooding,1450290,Relevant,(untitled lexical),1901585,default,Group 1,lexical,tags (absent),"Section Settings > Tags: assign the 44 CFR 201.6 element this section satisfies, using the vocabulary already in use on the other 903 sections (A1-a, B1-d, C4-a, E1-a, ...).",,Open,,,,B1-a,1468365,Overview,Overview,"LHMP_IA section ""Overview"" (first section on the page)",Medium,Hidden from view,,2384263,positional
